Uniprot_ID	KEGG_rno	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
A0A0G2K399	NA														IPR000719,IPR008271,IPR011009,IPR017348,IPR017441,IPR051138			PF00069									
A0A0G2K3B1	NA								24255						IPR003439,IPR003593,IPR009147,IPR011527,IPR017871,IPR025837,IPR027417,IPR036640,IPR047082,IPR050173			PF00005,PF00664,PF14396		XP_006236159.2							
A0A0G2K3B7	NA								315196						IPR005817,IPR013300,IPR018161,IPR043158			PF00110	R-RNO-3238698	NP_001399539.1							
A0A0G2K3H5	NA														IPR003822,IPR013194,IPR031693,IPR036600,IPR039774			PF02671,PF08295,PF16879									
A0A0G2K3I9	NA														IPR000340,IPR020405,IPR020422,IPR029021			PF00782									
A0A0G2K3N6	NA								304809						IPR001606,IPR001965,IPR003347,IPR003349,IPR004198,IPR011011,IPR013083,IPR013637,IPR019786,IPR019787,IPR036431,IPR047978,IPR047979,IPR047981,IPR048615			PF00628,PF01388,PF02373,PF02375,PF02928,PF08429,PF21323	R-RNO-3214842,R-RNO-8866911	XP_063128368.1							
A0A0G2K3S9	NA								314396						IPR004481,IPR004837,IPR044880			PF01699	R-RNO-425561	NP_001388274.1,XP_006240533.1							
A0A0G2K3V0	NA														IPR001309,IPR001315,IPR011029,IPR011600,IPR015917,IPR029030,IPR037939,IPR042147			PF00619,PF00656									
A0A0G2K3V4	NA																										
A0A0G2K3Y9	NA														IPR003034,IPR004018,IPR036361,IPR043451			PF02037,PF02755									
A0A0G2K428	NA								29167						IPR000938,IPR022157,IPR036859			PF01302,PF12455		NP_077044.2							
A0A0G2K437	NA														IPR001841,IPR003892,IPR013083,IPR040675			PF02845,PF13639,PF18442,PF25563	R-RNO-532668								
A0A0G2K470	NA								170921						IPR000413,IPR002035,IPR013517,IPR013519,IPR018184,IPR028994,IPR032695,IPR036465,IPR048285,IPR048286			PF00092,PF00357,PF01839,PF20805,PF20806	R-RNO-216083,R-RNO-3000170,R-RNO-3000178,R-RNO-8874081	NP_001414220.1,XP_001075558.1,XP_345157.5							
A0A0G2K472	NA								308666						IPR008081,IPR009828			PF05994,PF07159		XP_006229350.1							
A0A0G2K475	rno:360588								360588						IPR006554,IPR006555,IPR010614,IPR013020,IPR014001,IPR014013,IPR027417,IPR045028	rno:360588		PF06733,PF13307	R-RNO-5685938,R-RNO-5685942,R-RNO-5693568,R-RNO-5693579,R-RNO-5693607,R-RNO-5693616,R-RNO-6804756,R-RNO-69473	NP_001417159.1,XP_001081096.1,XP_006247125.1,XP_008766379.1,XP_340870.3							
A0A0G2K490	NA								294917						IPR000719,IPR001180,IPR008271,IPR011009,IPR017441,IPR051700			PF00069,PF00780	R-RNO-2559580	XP_017446219.1							
A0A0G2K4C5	NA								246297						IPR003034,IPR004018,IPR036361,IPR043451			PF02037,PF02755		NP_001401161.1,XP_006246644.1							
A0A0G2K4L8	NA								25021						IPR000413,IPR002035,IPR013517,IPR013519,IPR013649,IPR018184,IPR028994,IPR032695,IPR036465,IPR048285,IPR048633			PF00092,PF00357,PF01839,PF08441,PF20805,PF21520		NP_036843.2							
A0A0G2K4P0	rno:290350								290350						IPR001190,IPR001695,IPR019828,IPR036772,IPR050912	rno:290350		PF00530,PF01186		NP_001099517.2,XP_063130208.1							
A0A0G2K4U1	NA																										
A0A0G2K4Z7	NA														IPR001315,IPR001611,IPR007111,IPR011029,IPR027417,IPR032675,IPR041075,IPR041267,IPR051261			PF00619,PF05729,PF13516,PF17776,PF17779	R-RNO-168638,R-RNO-450302,R-RNO-450321,R-RNO-5689896								
A0A0G2K548	NA								246150						IPR019528,IPR028745			PF10495	R-RNO-2565942,R-RNO-380259,R-RNO-380270,R-RNO-380284,R-RNO-380320,R-RNO-5576890,R-RNO-5576893,R-RNO-5620912,R-RNO-8854518	XP_017447936.1							
A0A0G2K590	NA								362700						IPR003593,IPR003959,IPR003960,IPR007330,IPR015415,IPR017179,IPR027417,IPR035106,IPR041569,IPR050304			PF00004,PF09336,PF17862		NP_001401883.1,XP_008762709.1							
A0A0G2K5B6	NA								59319						IPR001680,IPR015943,IPR019775,IPR036322,IPR052596			PF00400		XP_008760255.2,XP_063140521.1,XP_063140522.1							
A0A0G2K5E4	NA								360481						IPR001305,IPR001623,IPR002939,IPR008971,IPR012724,IPR018253,IPR036410,IPR036869,IPR051938			PF00226,PF00684,PF01556		NP_001033684.2,XP_006245879.1							
A0A0G2K5I7	NA								313539						IPR001965,IPR002999,IPR003347,IPR003349,IPR011011,IPR013083,IPR019787,IPR034732,IPR040477,IPR047479,IPR047481,IPR047482			PF02373,PF02375,PF13831,PF13832,PF18104	R-RNO-3214842,R-RNO-5693565	NP_001423737.1,NP_001423739.1,XP_006238730.2,XP_017448880.1							
A0A0G2K5K7	NA														IPR000300,IPR036691,IPR041611,IPR046985			PF17751,PF22669									
A0A0G2K5L3	rno:291061								291061						IPR000687,IPR011009,IPR017407,IPR018934,IPR018935,IPR051272	rno:291061		PF01163	R-RNO-6791226	NP_001093981.1							
A0A0G2K5L6	NA								116719						IPR000089,IPR005479,IPR005481,IPR005482,IPR011053,IPR011054,IPR011761,IPR011762,IPR011763,IPR011764,IPR013537,IPR013815,IPR016185,IPR029045,IPR034733,IPR049074,IPR049076			PF00289,PF00364,PF01039,PF02785,PF02786,PF08326,PF21385		XP_008767531.1,XP_063127084.1							
A0A0G2K5M1	NA														IPR013087,IPR036236			PF00096									
A0A0G2K5N6	rno:25537								25537						IPR000719,IPR000961,IPR001849,IPR002219,IPR008271,IPR011009,IPR011072,IPR011993,IPR015008,IPR017441,IPR020684,IPR029878,IPR037311,IPR046349,IPR050839,IPR057529	rno:25537		PF00069,PF08912,PF25346		NP_037154.2							
A0A0G2K5Q0	NA			AABR07005649,AABR07005650,AABR07005651,AABR07005652,AABR07005653,AABR07005654,AABR07005655,AABR07005656											IPR000008,IPR000719,IPR000961,IPR002219,IPR008271,IPR011009,IPR014375,IPR017441,IPR017892,IPR020454,IPR034664,IPR035892,IPR046349			PF00069,PF00130,PF00168,PF00433									
A0A0G2K5R3	NA								362965						IPR001611,IPR009109,IPR027038,IPR032675,IPR036720			PF07834,PF13516	R-RNO-141444,R-RNO-2467813,R-RNO-2500257,R-RNO-4615885,R-RNO-5663220,R-RNO-68877,R-RNO-9615933,R-RNO-9648025,R-RNO-9793242	XP_006242162.1							
A0A0G2K5T2	NA								64204						IPR001101,IPR001589,IPR001715,IPR005326,IPR018159,IPR035915,IPR036388,IPR036872,IPR041573,IPR041615,IPR043197,IPR049538			PF00307,PF00681,PF03501,PF17902,PF18373,PF21019,PF21020,PF21097		XP_006241932.1							
A0A0G2K5V8	NA								306722						IPR000488,IPR000719,IPR002110,IPR008271,IPR011009,IPR011029,IPR017441,IPR020676,IPR020859,IPR027417,IPR036770			PF00023,PF00069,PF00531,PF12796		XP_006253584.1,XP_008769662.1,XP_008769663.1,XP_063132398.1,XP_063132399.1							
A0A0G2K5X6	NA								25054						IPR000372,IPR000483,IPR000719,IPR001245,IPR001611,IPR002011,IPR003598,IPR003599,IPR007110,IPR008266,IPR011009,IPR013098,IPR013783,IPR017441,IPR020455,IPR020635,IPR020777,IPR031635,IPR032675,IPR036179,IPR050122			PF07679,PF07714,PF13855,PF16920		XP_008769647.1,XP_008769648.1,XP_017455945.1,XP_038951298.1							
A0A0G2K5Y7	NA								296757						IPR001279,IPR024884,IPR036866			PF12706		XP_006235972.1							
A0A0G2K5Z1	NA														IPR000095,IPR000719,IPR000961,IPR001180,IPR001849,IPR002219,IPR008271,IPR011009,IPR011993,IPR014930,IPR017892,IPR031597,IPR046349,IPR050839,IPR057529			PF00069,PF00130,PF00433,PF00780,PF08826,PF15796,PF25346									
A0A0G2K612	NA								690516						IPR000008,IPR000569,IPR001202,IPR024928,IPR035892,IPR035983,IPR036020,IPR050409			PF00168,PF00397,PF00632	R-RNO-201451,R-RNO-2173791,R-RNO-4608870,R-RNO-5632684,R-RNO-8941858,R-RNO-983168	XP_006248944.1							
A0A0G2K618	NA														IPR002495,IPR029044,IPR051292			PF01501,PF13896	R-RNO-5173105								
A0A0G2K628	NA								313757						IPR003380,IPR009061,IPR010919,IPR014890,IPR023216,IPR037000,IPR047315			PF02437,PF08782	R-RNO-201451,R-RNO-2173795	NP_001094185.1							
A0A0G2K675	NA														IPR024366,IPR024367,IPR032868,IPR037151,IPR038413			PF12933,PF12934									
A0A0G2K677	rno:308458								308458						IPR001589,IPR001605,IPR001715,IPR001849,IPR002017,IPR011993,IPR016343,IPR018159,IPR036872,IPR041681	rno:308458		PF00307,PF00435,PF15410	R-RNO-375165,R-RNO-445095,R-RNO-5673001,R-RNO-6807878	NP_001094315.2							
A0A0G2K692	NA								361945						IPR000782,IPR011489,IPR016666,IPR036378,IPR050904			PF02469		XP_006232398.1							
A0A0G2K6D0	NA	1.14.11.68													IPR003347,IPR011990,IPR019734,IPR046941,IPR048560,IPR048562,IPR051630			PF02373,PF13181,PF21322,PF21326									
A0A0G2K6K0	rno:500129								500129						IPR001356,IPR009057,IPR017970,IPR022067,IPR051003	rno:500129		PF00046,PF12284		NP_001258284.1							
A0A0G2K6M9	NA								367901						IPR000719,IPR000980,IPR001245,IPR001452,IPR001562,IPR001849,IPR008266,IPR011009,IPR011993,IPR017441,IPR020635,IPR035574,IPR036028,IPR036860,IPR050198			PF00017,PF00018,PF00169,PF00779,PF07714	R-RNO-2029482,R-RNO-2424491,R-RNO-2871809,R-RNO-416476,R-RNO-416482,R-RNO-5663213,R-RNO-983695	NP_001007799.2,XP_038955880.1,XP_038955881.1,XP_038955882.1							
A0A0G2K6Q8	rno:315294								315294						IPR005817,IPR013302,IPR018161,IPR043158	rno:315294		PF00110	R-RNO-3238698	NP_001101581.1,XP_017450380.1							
A0A0G2K6R9	NA														IPR000488,IPR000906,IPR002110,IPR011029,IPR036770,IPR040745,IPR051165			PF00023,PF00531,PF00791,PF12796,PF13637,PF17809									
A0A0G2K6S0	NA														IPR026138			PF15014									
A0A0G2K6S7	NA								24538						IPR000734,IPR001024,IPR002333,IPR013818,IPR016272,IPR029058,IPR033906,IPR036392			PF00151,PF01477		XP_006243421.1							
A0A0G2K6U7	NA								304005						IPR002110,IPR036770,IPR047571			PF12796		NP_001388359.1,NP_001402065.1							
A0A0G2K715	rno:314787								314787						IPR026201,IPR032321	rno:314787		PF16574		NP_001129227.1							
A0A0G2K719	NA														IPR000629,IPR001650,IPR011545,IPR014001,IPR014014,IPR027417			PF00270,PF00271									
A0A0G2K736	NA														IPR002937,IPR007526,IPR009057,IPR017366,IPR036188,IPR036388,IPR050281			PF01593,PF04433	R-RNO-3214815,R-RNO-3214842,R-RNO-5625886,R-RNO-9018519,R-RNO-983231								
A0A0G2K7B6	NA								312492						IPR000008,IPR006614,IPR012560,IPR012561,IPR012968,IPR032362,IPR035892,IPR037720,IPR037721,IPR037722,IPR037723,IPR037724,IPR037725,IPR037726,IPR055072			PF00168,PF08150,PF08151,PF08165,PF16165,PF22901		XP_006236820.1							
A0A0G2K7C1	NA								94342						IPR000626,IPR019954,IPR021925,IPR029071,IPR048926			PF00240,PF12057,PF20960		XP_006256144.1							
A0A0G2K7C2	rno:309523								309523						IPR001752,IPR019821,IPR027417,IPR036961,IPR047149	rno:309523		PF00225		NP_001101079.2							
A0A0G2K7Q4	NA			AABR07025387											IPR011598,IPR036638,IPR050283			PF00010									
A0A0G2K7T0	NA								156726						IPR000040,IPR008967,IPR012346,IPR013524,IPR013711,IPR016554			PF00853,PF08504	R-RNO-8941855,R-RNO-8941856,R-RNO-8941858,R-RNO-8951430,R-RNO-8951671,R-RNO-8951936	NP_569109.2							
A0A0G2K7W4	NA								301363						IPR000719,IPR001180,IPR008271,IPR011009,IPR017441,IPR051700			PF00069,PF00780		XP_038939154.1							
A0A0G2K7X2	NA								362788						IPR001293,IPR001841,IPR002083,IPR008974,IPR012227,IPR013083,IPR017907,IPR027128,IPR037304,IPR049342,IPR049440			PF02176,PF21355,PF21363	R-RNO-5668541,R-RNO-5676594,R-RNO-5689896,R-RNO-936964,R-RNO-9824878	XP_038968511.1							
A0A0G2K8F9	NA								298874						IPR001313,IPR011989,IPR016024,IPR033133,IPR033712			PF00806		NP_001421159.1,XP_006239941.1,XP_008762802.1,XP_063117703.1							
A0A0G2K8G0	NA														IPR000225,IPR009223,IPR009224,IPR009232,IPR009234,IPR009240,IPR011989,IPR016024,IPR026818,IPR026831,IPR032038,IPR036149,IPR041257			PF00514,PF05923,PF05924,PF05937,PF05956,PF05972,PF11414,PF16629,PF16630,PF16633,PF16634,PF16635,PF16636,PF16689,PF18797		XP_006254570.1,XP_006254571.1							
A0A0G2K8H8	NA																										
A0A0G2K8J3	NA								316767						IPR006554,IPR006555,IPR010614,IPR013020,IPR014013,IPR027417,IPR045028			PF06733,PF13307		NP_001414530.1,XP_063123414.1							
A0A0G2K8T6	NA								311071						IPR001356,IPR008598,IPR009057,IPR013087,IPR036236,IPR051574			PF00096,PF05605		XP_017447176.1							
A0A0G2K929	NA								314787						IPR026201,IPR032321			PF16574	R-RNO-2565942,R-RNO-380259,R-RNO-380270,R-RNO-380284,R-RNO-380320,R-RNO-5620912,R-RNO-6798695,R-RNO-8854518	XP_017450332.1							
A0A0G2K970	NA			AABR07032518											IPR001132,IPR003619,IPR008984,IPR013019,IPR013790,IPR017855,IPR036578			PF03165,PF03166									
A0A0G2K986	NA														IPR003110,IPR003598,IPR007110,IPR013783,IPR015484,IPR036179			PF02189,PF16681									
A0A0G2K987	NA														IPR003439,IPR003593,IPR005284,IPR013525,IPR017871,IPR027417,IPR043926,IPR050352			PF00005,PF01061,PF19055									
A0A0G2K9L3	NA								311909						IPR000571,IPR001841,IPR013083,IPR017907,IPR036855,IPR041523,IPR048575,IPR052249			PF00642,PF14634,PF18386,PF21206		XP_038961197.1							
A0A0G2K9T1	NA								311567						IPR000008,IPR000569,IPR001202,IPR024928,IPR035892,IPR035983,IPR036020,IPR050409			PF00168,PF00397,PF00632		NP_001005887.2,XP_008760557.1,XP_008760558.1							
A0A0G2K9U6	NA								363278						IPR001680,IPR013923,IPR015943,IPR019775,IPR020472,IPR036322,IPR045160			PF00400,PF08614	R-RNO-1632852	XP_006245481.1							
A0A0G2KA71	NA																										
A0A0G2KAA8	NA																										
A0A0G2KAA9	NA														IPR000008,IPR002642,IPR016035,IPR035892,IPR041847			PF00168,PF01735									
A0A0G2KAB9	NA			AABR07045500,AABR07045501,AABR07045502											IPR007239,IPR042526,IPR042527,IPR048318,IPR048939,IPR048940			PF04106,PF20637,PF20638									
A0A0G2KAC1	NA														IPR003033,IPR016039,IPR020613,IPR020615,IPR020616,IPR036527,IPR055140			PF00108,PF02036,PF22691									
A0A0G2KAF5	NA								25313						IPR000033,IPR000152,IPR000742,IPR001881,IPR009030,IPR011042,IPR016317,IPR018097,IPR026823,IPR049883,IPR050778			PF00008,PF00058,PF07645,PF12662,PF14670		NP_036974.2							
A0A0G2KAH3	NA								315497						IPR001699,IPR008967,IPR018186,IPR036960,IPR046360			PF00907		NP_001388019.1,XP_006242782.1							
A0A0G2KAS8	NA								306811						IPR000719,IPR008271,IPR011009,IPR024678,IPR050588,IPR056865			PF00069,PF12202,PF24889		XP_017456004.1							
A0A0G2KAS9	NA														IPR000488,IPR000906,IPR002110,IPR011029,IPR036770,IPR040745,IPR051165			PF00023,PF00531,PF00791,PF12796,PF13637,PF17809									
A0A0G2KAT2	NA								301285						IPR004979,IPR008122,IPR013854			PF03299	R-RNO-8866904,R-RNO-8866907,R-RNO-9834899	NP_001400699.1							
A0A0G2KAT3	NA														IPR004365,IPR004591,IPR007199,IPR012340,IPR013955,IPR031657,IPR047192			PF01336,PF04057,PF08646,PF16900									
A0A0G2KB10	NA								316013						IPR001202,IPR001214,IPR003616,IPR006560,IPR013257,IPR035441,IPR036020,IPR038190,IPR042294,IPR044437,IPR046341			PF00397,PF00856,PF08236,PF17907		XP_038937538.1							
A0A0G2KB42	NA																										
A0A0G2KB58	NA														IPR000095,IPR000719,IPR000961,IPR001180,IPR001849,IPR002219,IPR008271,IPR011009,IPR011993,IPR014930,IPR017441,IPR020454,IPR031597,IPR042718,IPR046349,IPR050839,IPR057529			PF00069,PF00130,PF00780,PF08826,PF15796,PF25346									
A0A0G2KB63	NA			AC129138											IPR000163,IPR001107,IPR036013			PF01145									
A0A0G2KB64	NA														IPR004166,IPR005821,IPR011009,IPR029601,IPR032415,IPR037162,IPR041491,IPR050927,IPR057366			PF00520,PF02816,PF16519,PF18139,PF25508									
A0A0G2KBB9	NA																										
A0A0G2KBC4	NA														IPR000719,IPR001245,IPR001824,IPR003598,IPR003599,IPR007110,IPR008266,IPR011009,IPR013151,IPR013783,IPR017441,IPR020635,IPR030658,IPR036179,IPR050122			PF00047,PF07714,PF25305									
A0A0G2KBC7	NA								65152						IPR000023,IPR009161,IPR015912,IPR022953,IPR035966,IPR041914			PF00365		XP_038935791.1,XP_063120288.1,XP_063120289.1,XP_063120290.1							
A0A0G2QC09	NA																										
A0A0G2QC33	NA			AC109427,BC098833					316640						IPR005078,IPR038765,IPR046792,IPR046793			PF03416,PF20166	R-RNO-1632852	NP_001020882.1,NP_001386126.1,XP_006245595.1,XP_038939702.1,XP_038939703.1							
A0A0G2QC41	NA														IPR000286,IPR001607,IPR013083,IPR023696,IPR023801,IPR037138			PF00850,PF02148									
A0A0H2UH92	NA																										
A0A0H2UHE8	NA														IPR000333,IPR000472,IPR000719,IPR003605,IPR008271,IPR011009,IPR017441,IPR045860			PF00069,PF01064,PF08515									
A0A0H2UHH7	NA								313050						IPR000719,IPR000980,IPR001245,IPR001452,IPR008266,IPR011009,IPR017441,IPR020635,IPR035749,IPR035850,IPR036028,IPR036860,IPR050198			PF00017,PF00018,PF07714		XP_006238994.1							
A0A0H2UHI2	NA														IPR000719,IPR008271,IPR011009,IPR017441,IPR050915			PF00069									
A0A0H2UHR3	NA								24330						IPR013087,IPR021839,IPR021849,IPR036236			PF00096,PF11914,PF11928		NP_036683.2							
A0A0H2UHX5	NA			AABR07010863											IPR000718,IPR008753,IPR018497,IPR024079,IPR042089			PF01431,PF05649									
A0A0R4J8U1	rno:301348								301348						IPR000719,IPR000980,IPR001245,IPR008266,IPR011009,IPR012234,IPR017441,IPR020635,IPR023420,IPR035838,IPR036860,IPR050198	rno:301348		PF00017,PF07714		NP_001012002.1,XP_008765220.1							
A0A0U1RS13	NA								59312						IPR001452,IPR001478,IPR001660,IPR002110,IPR013761,IPR036028,IPR036034,IPR036770,IPR041489,IPR051569			PF00536,PF07653,PF12796,PF17820		NP_067708.2							
A0A0U1ZFN5	NA			KJ944833											IPR001841,IPR003153,IPR009060,IPR011992,IPR013083,IPR014741,IPR014742,IPR015940,IPR017907,IPR018957,IPR024159,IPR024162,IPR036537,IPR036860			PF00097,PF00627,PF02262,PF02761,PF02762									
A0A140TA93	rno:690043								690043						IPR001841,IPR013083,IPR018957,IPR034725,IPR051657	rno:690043		PF00097		NP_001121069.2							
A0A140TAA7	NA														IPR004827,IPR046347,IPR052470			PF07716									
A0A140TAB8	NA			AABR07004180,AABR07004181,AABR07004182											IPR000494,IPR000719,IPR001245,IPR002011,IPR003961,IPR006211,IPR006212,IPR008266,IPR009030,IPR011009,IPR013783,IPR016246,IPR017441,IPR020635,IPR036116,IPR036941,IPR050122			PF00757,PF01030,PF07714									
A0A140TAD2	NA								25515						IPR000719,IPR000959,IPR008271,IPR011009,IPR017441,IPR033695,IPR033701,IPR033702,IPR036947			PF00069,PF00659		NP_058796.2							
A0A140TAH4	NA														IPR001429,IPR003045,IPR027309,IPR053792			PF00864									
A0A1B0GWM1	NA														IPR011989,IPR016024,IPR021133,IPR024395,IPR034085,IPR048491			PF12348,PF21040,PF21041									
A0A1B0GWR2	NA														IPR001394,IPR016024,IPR018200,IPR021905,IPR028889,IPR038765,IPR050164,IPR055176,IPR056850			PF00443,PF12030,PF22900,PF25010									
A0A1B0GWS3	NA														IPR011989,IPR016024,IPR024395,IPR034085			PF12348,PF21040									
A0A1W2Q671	NA								317420						IPR000719,IPR008271,IPR011009,IPR024678,IPR050588,IPR056865			PF00069,PF12202,PF24889		NP_001398747.1,XP_006256844.1,XP_006256845.1,XP_008771336.1,XP_017457559.1,XP_038955733.1,XP_038955734.1							
A0A1W2Q672	NA								306128						IPR026138			PF15014		XP_038949328.1							
A0A1W2Q695	NA														IPR000313,IPR000432,IPR007695,IPR007696,IPR007860,IPR007861,IPR016151,IPR017261,IPR027417,IPR036187,IPR036678,IPR045076			PF00488,PF00855,PF01624,PF05188,PF05190,PF05192	R-RNO-5358565								
A0A1W2Q6L2	NA														IPR004213,IPR005755,IPR005822,IPR009079,IPR023563,IPR036899			PF00572,PF02947									
A0A3B4PZE1	NA														IPR010465,IPR010472,IPR010473,IPR011989,IPR014767,IPR014768,IPR015425,IPR016024,IPR042201,IPR044933,IPR051412			PF02181,PF06345,PF06367,PF06371									
A0A5H1ZRV1	NA			AABR07030536,AABR07030537,AABR07030538,AABR07030539,AABR07030540,AABR07030541,AABR07030542,AABR07030543,AABR07030544											IPR002369,IPR012896,IPR014836,IPR015812,IPR032695,IPR033760,IPR036349,IPR036465,IPR040622,IPR057073,IPR057243			PF00362,PF07965,PF08725,PF17205,PF18372,PF23105									
A0A6N3IN21	rno:360816			AABR07036392,CH473973,LC552948					360816						IPR001926,IPR036052,IPR050147	rno:360816		PF00291		NP_001101806.1							
A0A8I5XVD8	NA																										
A0A8I5XW09	NA								84580						IPR000286,IPR023696,IPR023801,IPR024643,IPR037138,IPR046949			PF00850,PF12203		XP_038942915.1							
A0A8I5XWM0	NA																										
A0A8I5XWT8	NA														IPR011990,IPR019734			PF13181,PF13414									
A0A8I5Y164	NA																										
A0A8I5Y1F6	NA														IPR000814,IPR012295,IPR030491,IPR033710			PF00352									
A0A8I5Y1L1	NA														IPR000413,IPR013517,IPR013519,IPR013649,IPR018184,IPR028994,IPR032695,IPR048285,IPR048286			PF01839,PF08441,PF20805,PF20806									
A0A8I5Y1P5	NA								499285						IPR000742,IPR001590,IPR001762,IPR002870,IPR006586,IPR018358,IPR024079,IPR034027,IPR036436			PF00200,PF01421,PF01562,PF08516		XP_006223620.1,XP_006230563.1							
A0A8I5Y1S2	NA								315272						IPR007632,IPR032394,IPR049452			PF04547,PF16178		XP_038935246.1							
A0A8I5Y1S7	NA														IPR001650,IPR006935,IPR011029,IPR014001,IPR021673,IPR027417,IPR031964,IPR038557,IPR041204,IPR051363			PF00271,PF04851,PF11648,PF16739,PF18119									
A0A8I5Y1T6	NA								313052						IPR000299,IPR000798,IPR007477,IPR008379,IPR011993,IPR014352,IPR014847,IPR018979,IPR018980,IPR019747,IPR019748,IPR019749,IPR021187,IPR029071,IPR035963			PF00373,PF04382,PF05902,PF08736,PF09379,PF09380	R-RNO-6794361	XP_063143609.1							
