Organism_Code	Organism_Name
saut	Staphylococcus aureus subsp. aureus ST228/10388 (MRSA)
sauj	Staphylococcus aureus subsp. aureus ST228/10497 (MRSA)
sauk	Staphylococcus aureus subsp. aureus ST228/15532 (MRSA)
sauq	Staphylococcus aureus subsp. aureus ST228/16035 (MRSA)
sauv	Staphylococcus aureus subsp. aureus ST228/18412 (MRSA)
sauw	Staphylococcus aureus subsp. aureus ST228/16125 (MRSA)
saux	Staphylococcus aureus subsp. aureus ST228/18341 (MRSA)
sauy	Staphylococcus aureus subsp. aureus ST228/18583 (MRSA)
sauf	Staphylococcus aureus subsp. aureus FDAARGOS_5
sab	Staphylococcus aureus RF122
suy	Staphylococcus aureus 04-02981 (MRSA)
saub	Staphylococcus aureus 08BA02176 (LA-MRSA)
saum	Staphylococcus aureus M1 (MRSA)
sauc	Staphylococcus aureus CA-347 (MRSA)
saur	Staphylococcus aureus Bmb9393 (MRSA)
saui	Staphylococcus aureus USA300-ISMMS1 (MRSA)
saud	Staphylococcus aureus 502A
sams	Staphylococcus aureus MS4
suh	Staphylococcus argenteus
ser	Staphylococcus epidermidis RP62A (MRSE)
sep	Staphylococcus epidermidis ATCC 12228
sepp	Staphylococcus epidermidis PM221
seps	Staphylococcus epidermidis SEI
sha	Staphylococcus haemolyticus JCSC1435
shh	Staphylococcus haemolyticus Sh29/312/L2
ssp	Staphylococcus saprophyticus
sca	Staphylococcus carnosus subsp. carnosus
slg	Staphylococcus lugdunensis HKU09-01
sln	Staphylococcus lugdunensis N920143
ssd	Staphylococcus pseudintermedius HKU10-03
sdt	Staphylococcus pseudintermedius ED99
sdp	Staphylococcus delphini
swa	Staphylococcus warneri
spas	Staphylococcus pasteuri
sxy	Staphylococcus xylosus HKUOPL8
sxl	Staphylococcus xylosus SMQ-121
sxo	Staphylococcus xylosus C2a
shu	Staphylococcus hyicus
scap	Staphylococcus capitis subsp. capitis
ssch	Staphylococcus schleiferi 1360-13
sscz	Staphylococcus schleiferi 2317-03
sagq	Staphylococcus agnetis
seqo	Staphylococcus equorum
ssif	Staphylococcus simulans
scv	Staphylococcus condimenti
spet	Staphylococcus pettenkoferi
slz	Staphylococcus lutrae
scoh	Staphylococcus cohnii
sury	Staphylococcus ureilyticus
snl	Staphylococcus nepalensis
skl	Staphylococcus kloosii
sfq	Staphylococcus felis
shom	Staphylococcus hominis
smus	Staphylococcus muscae
scar	Staphylococcus caprae
schr	Staphylococcus chromogenes
sarl	Staphylococcus arlettae
spic	Staphylococcus piscifermentans
ssh	Staphylococcus schweitzeri
ssim	Staphylococcus simiae
sdb	Staphylococcus debuckii
sllo	Staphylococcus lloydii
saul	Staphylococcus auricularis
ssac	Staphylococcus saccharolyticus
srai	Staphylococcus ratti
spsd	Staphylococcus shinii
stas	Staphylococcus taiwanensis
seda	Staphylococcus edaphicus
scaq	Staphylococcus casei
sdev	Staphylococcus devriesei
srot	Staphylococcus roterodami
stap	Staphylococcus sp. AntiMn-1
shsi	Staphylococcus hsinchuensis
sgai	Staphylococcus gallinarum
sscu	Mammaliicoccus sciuri
sff	Mammaliicoccus fleurettii
sste	Mammaliicoccus stepanovicii
mlen	Mammaliicoccus lentus
mvt	Mammaliicoccus vitulinus
macr	Macrococcus sp. IME1552
mary	Macrococcus armenti
mbru	Macrococcus brunensis
mepi	Macrococcus epidermidis
mequ	Macrococcus equipercicus
mboc	Macrococcus bovicus
mcl	Macrococcoides caseolyticum
mcak	Macrococcoides canis
mboe	Macrococcoides bohemicum
shv	Salinicoccus halodurans
jea	Jeotgalicoccus sp. ATCC 8456
namp	Nosocomiicoccus ampullae
nmy	Nosocomiicoccus massiliensis
sbac	Abyssicoccus albus
lmo	Listeria monocytogenes EGD-e (serotype 1/2a)
lmn	Listeria monocytogenes 08-5578 (serotype 1/2a)
lmy	Listeria monocytogenes 08-5923 (serotype 1/2a)
lmt	Listeria monocytogenes 10403S (serotype 1/2a)
lmoc	Listeria monocytogenes SLCC5850 (serotype 1/2a)
lmoe	Listeria monocytogenes La111 (serotype 1/2a)
lmob	Listeria monocytogenes N53-1 (serotype 1/2a)
lmod	Listeria monocytogenes EGD (serotype 1/2a)
lmow	Listeria monocytogenes WSLC1001 (serotype 1/2a)
lmoq	Listeria monocytogenes 6179 (serotype 1/2a)
lmr	Listeria monocytogenes R479a (serotype 1/2a)
lmom	Listeria monocytogenes Lm60 (serotype 1/2a)
lmf	Listeria monocytogenes F2365 (serotype 4b)
lmc	Listeria monocytogenes CLIP 80459 (serotype 4b)
lmog	Listeria monocytogenes serotype 4b LL195
lmp	Listeria monocytogenes 07PF0776 (serotype 4b)
lmol	Listeria monocytogenes L312 (serotype 4b)
lmoj	Listeria monocytogenes J1816 (serotype 4b)
lmoz	Listeria monocytogenes J1-220 (serotype 4b)
lmox	Listeria monocytogenes WSLC1042 (serotype 4b)
lmh	Listeria monocytogenes HCC23 (serotype 4a)
lmq	Listeria monocytogenes M7 (serotype 4a)
lml	Listeria monocytogenes L99 (serotype 4a)
lmg	Listeria monocytogenes FSL R2-561
lms	Listeria monocytogenes Finland 1998
lmj	Listeria monocytogenes J0161
lmw	Listeria monocytogenes SLCC2755 (serotype 1/2b)
lmx	Listeria monocytogenes SLCC2372 (serotype 1/2c)
lmz	Listeria monocytogenes serotype 7 SLCC2482
lmon	Listeria monocytogenes SLCC2376 (serotype 4c)
lmos	Listeria monocytogenes SLCC7179 (serotype 3a)
lmoo	Listeria monocytogenes SLCC2378 (serotype 4e)
lmoy	Listeria monocytogenes SLCC2479 (serotype 3c)
lmot	Listeria monocytogenes SLCC2540 (serotype 3b)
lmoa	Listeria monocytogenes ATCC 19117 (serotype 4d)
lmok	Listeria monocytogenes NE dc2014
lmv	Listeria monocytogenes CFSAN006122
lin	Listeria innocua (serotype 6a)
lwe	Listeria welshimeri
lsg	Listeria seeligeri
liv	Listeria ivanovii subsp. ivanovii PAM 55
lii	Listeria ivanovii subsp. ivanovii WSLC 3010
liw	Listeria ivanovii WSLC3009
lia	Listeria ivanovii subsp. londoniensis WSLC 30167
lio	Listeria ivanovii subsp. londoniensis WSLC 30151
lwi	Listeria weihenstephanensis
lgz	Listeria grayi
lmar	Listeria marthii
lnw	Listeria newyorkensis
bths	Brochothrix thermosphacta
esi	Exiguobacterium sibiricum
eat	Exiguobacterium sp. AT1b
ean	Exiguobacterium antarcticum
exm	Exiguobacterium sp. MH3
exu	Exiguobacterium sp. U13-1
eap	Exiguobacterium alkaliphilum
eace	Exiguobacterium acetylicum
eaur	Exiguobacterium aurantiacum
emm	Exiguobacterium marinum
epf	Exiguobacterium profundum
exi	Exiguobacterium sp. N4-1P
exh	Exiguobacterium sp. Helios
got	Gemella sp. oral taxon 928
gmo	Gemella morbillorum
geq	Gemella sp. ND 6198
gsa	Gemella sanguinis
gha	Gemella haemolysans
bbe	Brevibacillus brevis
blr	Brevibacillus laterosporus
bfm	Brevibacillus formosus
bagr	Brevibacillus agri
brw	Brevibacillus sp. 7WMA2
bchs	Brevibacillus choshinensis
bcop	Brevibacillus composti
bpab	Brevibacillus parabrevis
bhui	Brevibacillus humidisoli
bayd	Brevibacillus aydinogluensis
bbor	Brevibacillus borstelensis
brum	Brevibacillus ruminantium
breh	Brevibacillus sp. HD3.3A
ased	Brevibacillus sedimenti
pjd	Paenibacillus sp. JDR-2
gym	Paenibacillus sp. Y412MC10
ppy	Paenibacillus polymyxa E681
ppm	Paenibacillus polymyxa SC2
ppo	Paenibacillus polymyxa M1
ppol	Paenibacillus polymyxa CR1
ppq	Paenibacillus polymyxa SQR-21
ppoy	Paenibacillus polymyxa Sb3-1
pms	Paenibacillus mucilaginosus KNP414
pmq	Paenibacillus mucilaginosus 3016
pmw	Paenibacillus mucilaginosus K02
pta	Paenibacillus terrae
plv	Paenibacillus larvae
psab	Paenibacillus sabinae
pdu	Paenibacillus durus
pbd	Paenibacillus borealis
pgm	Paenibacillus graminis
pod	Paenibacillus odorifer
paen	Paenibacillus sp. FSL P4-0081
paef	Paenibacillus sp. FSL R5-0345
paeq	Paenibacillus sp. FSL R5-0912
pste	Paenibacillus stellifer
paea	Paenibacillus sp. FSL R7-0273
paee	Paenibacillus sp. FSL R7-0331
paeh	Paenibacillus sp. FSL H7-0357
paej	Paenibacillus sp. FSL H7-0737
pbj	Paenibacillus beijingensis
pih	Paenibacillus sp. IHBB 10380
pri	Paenibacillus riograndensis
pson	Paenibacillus sonchi
ppeo	Paenibacillus peoriae
pnp	Paenibacillus naphthalenovorans
pow	Paenibacillus sp. 32O-W
pbv	Paenibacillus bovis
pxl	Paenibacillus xylanexedens
pyg	Paenibacillus yonginensis
pswu	Paenibacillus swuensis
pdh	Paenibacillus donghaensis
pib	Paenibacillus ihbetae
pcx	Paenibacillus crassostreae
pkb	Paenibacillus kribbensis
paih	Paenibacillus sp. IHB B 3084
pvo	Paenibacillus vortex
plw	Paenibacillus lautus
plen	Paenibacillus lentus
ppsc	Paenibacillus psychroresistens
plut	Paenibacillus lutimineralis
palb	Paenibacillus albus
pchi	Paenibacillus chitinolyticus
pbk	Paenibacillus baekrokdamisoli
pprt	Paenibacillus protaetiae
pbac	Paenibacillus barcinonensis
prz	Paenibacillus rhizovicinus
plyc	Paenibacillus lycopersici
psop	Paenibacillus sophorae
ptri	Paenibacillus tritici
palo	Paenibacillus algicola
pcel	Paenibacillus cellulosilyticus
ptj	Paenibacillus tianjinensis
palr	Paenibacillus albicereus
pthi	Paenibacillus thiaminolyticus
pka	Paenibacillus kyungheensis
pui	Paenibacillus urinalis
pmah	Paenibacillus marchantiae
pamy	Paenibacillus amylolyticus
pdy	Paenibacillus dendritiformis
pmae	Paenibacillus macerans
pwn	Paenibacillus woosongensis
pspn	Paenibacillus spongiae
ppog	Paenibacillus polygoni
paun	Paenibacillus aurantius
phk	Paenibacillus hunanensis
pnk	Paenibacillus nuruki
ppab	Paenibacillus pabuli
pkp	Paenibacillus konkukensis
pglu	Paenibacillus glucanolyticus
phex	Paenibacillus hexagrammi
plzh	Paenibacillus sp. lzh-N1
pacl	Paenibacillus sp. CAA11
pezz	Paenibacillus sp. E222
paub	Paenibacillus sp. URB8-2
tco	Thermobacillus composti
anx	Aneurinibacillus sp. XH2
asoc	Aneurinibacillus soli
athe	Aneurinibacillus thermoaerophilus
aud	Aneurinibacillus uraniidurans
aneu	Aneurinibacillus sp. Ricciae_BoGa-3
coh	Cohnella candidum
cohn	Cohnella abietis
cchl	Cohnella cholangitidis
cheb	Cohnella herbarum
cohl	Cohnella sp. LGH
saca	Saccharibacillus brassicae
plig	Candidatus Pristimantibacillus lignocellulolyticus
aac	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
aad	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1
afx	Alicyclobacillus mengziensis
aaco	Alicyclobacillus acidoterrestris
acur	Alicyclobacillus curvatus
adau	Alicyclobacillus dauci
afas	Alicyclobacillus fastidiosus
acyc	Alicyclobacillus cycloheptanicus
alic	Alicyclobacillus sp. SO9
bts	Kyrpidia tusciae
kyr	Kyrpidia spormannii
tum	Tumebacillus avium
tab	Tumebacillus algifaecis
eff	Effusibacillus dendaii
ffe	Fodinisporobacter ferrooxydans
siv	Solibacillus silvestris StLB046
ssil	Solibacillus silvestris DSM 12223
sob	Solibacillus sp. R5-41
pln	Planococcus sp. PAMC 21323
pku	Planococcus kocurii
prt	Planococcus rifietoensis
pll	Planococcus versutus
pana	Planococcus antarcticus
pdg	Planococcus donghaensis
phc	Planococcus halocryophilus
pmar	Planococcus sp. Y42
ppla	Planococcus plakortidis
pfae	Planococcus faecalis
plx	Planococcus sp. MB-3u-03
pmat	Planococcus maritimus
pdec	Planococcus dechangensis
pgq	Planococcus glaciei
play	Planococcus halotolerans
pliq	Planococcus liqunii
pshe	Planococcus shenhongbingii
pshx	Planococcus shixiaomingii
jeo	Jeotgalibacillus malaysiensis
kur	Kurthia sp. 11kri321
kzo	Kurthia zopfii
spsy	Sporosarcina psychrophila
spor	Sporosarcina sp. P33
spop	Sporosarcina sp. P37
sure	Sporosarcina ureae
spos	Sporosarcina sp. PTS2304
spae	Sporosarcina pasteurii
spoo	Sporosarcina sp. Te-1
surl	Sporosarcina ureilytica
stho	Sporosarcina thermotolerans
strb	Sporosarcina trichiuri
sow	Sporosarcina oncorhynchi
sjt	Sporosarcina jeotgali
rst	Rummeliibacillus stabekisii
paek	Paenisporosarcina cavernae
panc	Paenisporosarcina antarctica
vij	Viridibacillus sp. JNUCC-6
uth	Ureibacillus thermophilus
ntr	Novibacillus thermophilus
lfb	Laceyella sacchari
tvu	Thermoactinomyces vulgaris
kpul	Kroppenstedtia pulmonis
keb	Kroppenstedtia eburnea
pabs	Polycladomyces abyssicola
lla	Lactococcus lactis subsp. lactis Il1403
llk	Lactococcus lactis subsp. lactis KF147
llt	Lactococcus lactis subsp. lactis CV56
lls	Lactococcus lactis subsp. lactis IO-1
lld	Lactococcus lactis subsp. lactis KLDS 4.0325
llx	Lactococcus lactis subsp. lactis NCDO 2118
llj	Lactococcus lactis AI06
llm	Lactococcus lactis subsp. cremoris MG1363
llc	Lactococcus lactis subsp. cremoris SK11
llr	Lactococcus lactis subsp. cremoris A76
lln	Lactococcus lactis subsp. cremoris NZ9000
lli	Lactococcus lactis subsp. cremoris UC509.9
llw	Lactococcus cremoris subsp. cremoris KW2
lgr	Lactococcus garvieae ATCC 49156
lgv	Lactococcus garvieae Lg2
lpk	Lactococcus piscium
lrn	Lactococcus raffinolactis
lact	Lactococcus allomyrinae
lack	Lactococcus protaetiae
lti	Lactococcus taiwanensis
lcar	Lactococcus carnosus
lpaa	Lactococcus paracarnosus
lpet	Lactococcus petauri
lfo	Lactococcus formosensis
lacn	Lactococcus sp. NH2-7C
spy	Streptococcus pyogenes M1 GAS (serotype M1)
spz	Streptococcus pyogenes MGAS5005 (serotype M1)
spym	Streptococcus pyogenes M1 476 (serotype M1)
spya	Streptococcus pyogenes A20 (serotype M1)
spm	Streptococcus pyogenes MGAS8232 (serotype M18)
spg	Streptococcus pyogenes MGAS315 (serotype M3)
sps	Streptococcus pyogenes SSI-1 (serotype M3)
sph	Streptococcus pyogenes MGAS10270 (serotype M2)
spi	Streptococcus pyogenes MGAS10750 (serotype M4)
spj	Streptococcus pyogenes MGAS2096 (serotype M12)
spk	Streptococcus pyogenes MGAS9429 (serotype M12)
spf	Streptococcus pyogenes Manfredo (serotype M5)
spa	Streptococcus pyogenes MGAS10394 (serotype M6)
spb	Streptococcus pyogenes MGAS6180 (serotype M28)
stg	Streptococcus pyogenes MGAS15252 (serotype M59)
stx	Streptococcus pyogenes MGAS1882 (serotype M59)
soz	Streptococcus pyogenes NZ131 (serotype M49)
stz	Streptococcus pyogenes Alab49 (serotype M53)
spyh	Streptococcus pyogenes HSC5 (serotype M14)
spyo	Streptococcus pyogenes STAB901 (serotype M44)
spn	Streptococcus pneumoniae TIGR4 (virulent serotype 4)
spd	Streptococcus pneumoniae D39 (virulent serotype 2)
spr	Streptococcus pneumoniae R6 (avirulent serotype 2)
spw	Streptococcus pneumoniae CGSP14 (serotype 14)
sjj	Streptococcus pneumoniae JJA (serotype 14)
snv	Streptococcus pneumoniae INV200 (serotype 14)
spx	Streptococcus pneumoniae G54 (serotype 19F)
snt	Streptococcus pneumoniae Taiwan19F-14 (serotype 19F)
snd	Streptococcus pneumoniae ST556 (serotype 19F)
spnn	Streptococcus pneumoniae A026 (serotype 19F)
sne	Streptococcus pneumoniae ATCC 700669 (serotype 23F ST81 lineage)
spv	Streptococcus pneumoniae Hungary19A 6 (serotype 19A)
snc	Streptococcus pneumoniae TCH8431/19A (serotype 19A)
snm	Streptococcus pneumoniae 70585 (serotype 5)
spp	Streptococcus pneumoniae P1031 (serotype 1)
sni	Streptococcus pneumoniae INV104 (serotype 1)
spng	Streptococcus pneumoniae gamPNI0373 (virulent serotype 1)
snb	Streptococcus pneumoniae 670-6B (serotype 6B)
snp	Streptococcus pneumoniae AP200 (serotype 11A)
snx	Streptococcus pneumoniae OXC141 (serotype 3)
snu	Streptococcus pneumoniae SPNA45 (serotype 3)
spne	Streptococcus pneumoniae SPN034156 (serotype 3)
spnu	Streptococcus pneumoniae SPN034183 (serotype 3)
spnm	Streptococcus pneumoniae SPN994038 (serotype 3)
spno	Streptococcus pneumoniae SPN994039 (serotype 3)
sag	Streptococcus agalactiae 2603 (serotype V)
san	Streptococcus agalactiae NEM316 (serotype III)
sak	Streptococcus agalactiae A909 (serotype Ia)
sgc	Streptococcus agalactiae GD201008-001 (serotype Ia)
sags	Streptococcus agalactiae SA20
sagl	Streptococcus agalactiae 2-22 (serotype Ib)
sagm	Streptococcus agalactiae 09mas018883
sagi	Streptococcus agalactiae ILRI005
sagr	Streptococcus agalactiae ILRI112
sagp	Streptococcus agalactiae 138P
sagc	Streptococcus agalactiae 138spar
sagt	Streptococcus agalactiae COH1
sage	Streptococcus agalactiae NGBS061
sagg	Streptococcus agalactiae NGBS572
sagn	Streptococcus agalactiae CNCTC 10/84
sagj	Streptococcus agalactiae CJB111
smu	Streptococcus mutans UA159 (serotype c)
smc	Streptococcus mutans NN2025 (serotype c)
smut	Streptococcus mutans GS-5 (serotype c)
smj	Streptococcus mutans LJ23 (serotype k)
smua	Streptococcus mutans UA159-FR
stc	Streptococcus thermophilus CNRZ1066
stl	Streptococcus thermophilus LMG 18311
ste	Streptococcus thermophilus LMD-9
stn	Streptococcus thermophilus ND03
stu	Streptococcus thermophilus JIM 8232
stw	Streptococcus thermophilus MN-ZLW-002
sthe	Streptococcus thermophilus ASCC 1275
sths	Streptococcus thermophilus S9
ssa	Streptococcus sanguinis
ssb	Streptococcus suis BM407 (serotype 2)
ssu	Streptococcus suis 05ZYH33 (serotype 2)
ssv	Streptococcus suis 98HAH33 (serotype 2)
ssi	Streptococcus suis P1/7 (serotype 2)
sss	Streptococcus suis SC84 (serotype 2)
ssf	Streptococcus suis A7 (serotype 2)
ssw	Streptococcus suis GZ1 (serotype 2)
sup	Streptococcus suis S735 (serotype 2)
ssus	Streptococcus suis SC070731 (serotype 2)
sst	Streptococcus suis ST3 (serotype 3)
ssuy	Streptococcus suis YB51 (serotype 3)
ssk	Streptococcus suis D12 (serotype 9)
ssq	Streptococcus suis D9 (serotype 7)
sui	Streptococcus suis JS14 (serotype 14)
suo	Streptococcus suis SS12 (serotype 1/2)
srp	Streptococcus suis ST1 (serotype 1)
ssut	Streptococcus suis TL13 (serotype 16)
ssui	Streptococcus suis T15
sgo	Streptococcus gordonii
sez	Streptococcus equi subsp. zooepidemicus MGCS10565
seq	Streptococcus equi subsp. zooepidemicus H70
sezo	Streptococcus equi subsp. zooepidemicus ATCC 35246
sequ	Streptococcus equi subsp. zooepidemicus CY
seu	Streptococcus equi subsp. equi 4047
sub	Streptococcus uberis
sds	Streptococcus dysgalactiae subsp. equisimilis GGS_124
sdg	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394
sda	Streptococcus dysgalactiae subsp. equisimilis RE378
sdc	Streptococcus dysgalactiae subsp. equisimilis AC-2713
sdq	Streptococcus dysgalactiae subsp. equisimilis 167
sga	Streptococcus gallolyticus UCN34
sgg	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069
sgt	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143
smb	Streptococcus mitis
sgw	Streptococcus gwangjuensis
stoy	Streptococcus toyakuensis
sor	Streptococcus oralis
stk	Streptococcus parauberis
stb	Streptococcus pasteurianus
scp	Streptococcus parasanguinis ATCC 15912
scf	Streptococcus parasanguinis FW213
ssr	Streptococcus salivarius CCHSS3
stf	Streptococcus salivarius 57.I
stj	Streptococcus salivarius JIM8777
strs	Streptococcus salivarius NCTC 8618
ssah	Streptococcus salivarius HSISS4
std	Streptococcus pseudopneumoniae
smn	Streptococcus macedonicus
sif	Streptococcus infantarius subsp. infantarius
sie	Streptococcus intermedius JTH08
sib	Streptococcus intermedius B196
siu	Streptococcus intermedius C270
sang	Streptococcus anginosus C1051
sanc	Streptococcus anginosus C238
sans	Streptococcus anginosus SA1
scg	Streptococcus constellatus subsp. pharyngis C1050
scon	Streptococcus constellatus subsp. pharyngis C232
scos	Streptococcus constellatus subsp. pharyngis C818
soi	Streptococcus cristatus
sik	Streptococcus iniae SF1
siq	Streptococcus iniae ISET0901
sio	Streptococcus iniae ISNO
siz	Streptococcus iniae YSFST01-82
slu	Streptococcus lutetiensis
sig	Streptococcus ilei I-G2
sip	Streptococcus ilei I-P16
stv	Streptococcus sp. VT 162
spat	Streptococcus pantholopis
stra	Streptococcus sp. A12
strn	Streptococcus sp. NPS 308
ssob	Streptococcus sobrinus
srq	Streptococcus ruminantium
seqi	Streptococcus equinus
ski	Streptococcus koreensis
spei	Streptococcus periodonticum
srat	Streptococcus ratti
splr	Streptococcus pluranimalium
strg	Streptococcus troglodytae
svb	Streptococcus vestibularis
smen	Streptococcus merionis
sfer	Streptococcus ferus
scai	Streptococcus canis
spsu	Streptococcus pseudoporcinus
schj	Streptococcus chenjunshii
spoc	Streptococcus porcinus
spab	Streptococcus parasuis
slat	Streptococcus lactarius
saup	Streptococcus australis
surn	Streptococcus urinalis
saco	Streptococcus acidominimus
svf	Streptococcus viridans
sos	Streptococcus oriscaviae
srum	Streptococcus ruminicola
sacy	Streptococcus alactolyticus
smie	Streptococcus milleri
srun	Streptococcus rubneri
spam	Streptococcus parapneumoniae
sdid	Streptococcus didelphis
szg	Streptococcus zhangguiae
sden	Streptococcus dentalis
slin	Streptococcus lingualis
snid	Streptococcus nidrosiense
fpen	Floricoccus penangensis
ljo	Lactobacillus johnsonii NCC 533
ljf	Lactobacillus johnsonii FI9785
ljh	Lactobacillus johnsonii DPC 6026
ljn	Lactobacillus johnsonii N6.2
lac	Lactobacillus acidophilus NCFM
lad	Lactobacillus acidophilus La-14
laf	Lactobacillus acidophilus FSI4
ldb	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842
lbu	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365
lde	Lactobacillus delbrueckii subsp. bulgaricus ND02
ldl	Lactobacillus delbrueckii subsp. bulgaricus 2038
lga	Lactobacillus gasseri ATCC 33323
lhe	Lactobacillus helveticus DPC 4571
lhl	Lactobacillus helveticus H10
lhr	Lactobacillus helveticus R0052
lhv	Lactobacillus helveticus CNRZ32
lhh	Lactobacillus helveticus H9
lhd	Lactobacillus helveticus KLDS1.8701
lcr	Lactobacillus crispatus
lam	Lactobacillus amylovorus GRL 1112
lai	Lactobacillus amylovorus 30SC
lay	Lactobacillus amylovorus GRL1118
lke	Lactobacillus kefiranofaciens subsp. kefiranofaciens
law	Lactobacillus sp. wkB8
lae	Lactobacillus acetotolerans
lgl	Lactobacillus gallinarum
lje	Lactobacillus jensenii
lamy	Lactobacillus amylolyticus
lpw	Lactobacillus paragasseri
lkl	Lactobacillus kullabergensis
lapi	Lactobacillus apis
lhs	Lactobacillus helsingborgensis
lta	Lactobacillus taiwanensis
luu	Lactobacillus ultunensis
lpai	Lactobacillus panisapium
lid	Lactobacillus iners
liq	Lactobacillus intestinalis
lmul	Lactobacillus mulieris
lxo	Lactobacillus xylocopicola
lach	Lactobacillus sp. IBH004
lca	Lacticaseibacillus paracasei ATCC 334
lcz	Lacticaseibacillus paracasei Zhang
lcs	Lacticaseibacillus paracasei BD-II
lce	Lacticaseibacillus paracasei LC2W
lcw	Lacticaseibacillus paracasei W56
lcl	Lacticaseibacillus paracasei LOCK919
lpq	Lacticaseibacillus paracasei N1115
lpi	Lacticaseibacillus paracasei subsp. paracasei 8700:2
lpap	Lacticaseibacillus paracasei subsp. paracasei
lcb	Lacticaseibacillus paracasei BL23
lcx	Lacticaseibacillus casei 12A
lrh	Lacticaseibacillus rhamnosus GG
